begin;laneDensity;lane_ids;inflow;outflow
29400;155.4;gneE158_0;48;48
29400;6.86;gneE159_0;228;264
29400;2.99;gneE159_1;120;84
29400;0.27;gneE159_2;12;12
29400;;gneE159_3;0;0
29400;0.29;gneE160_0;12;12
29400;23.85;gneE160_1;672;660
29400;7.47;gneE160_2;252;264
29400;6.15;gneE160_3;228;228
29400;13.52;gneE188_0;132;96
29400;1.31;gneE188_1;12;48
29400;;gneE190_0;0;0
29400;;gneE190_1;0;0
29400;15.84;gneE199_0;204;204
29400;3.88;gneE199_1;48;48
29400;8.1;gneE202_0;180;144
29400;2.23;gneE202_1;24;60
29400;6.15;gneE203_0;240;240
29400;1.61;gneE205_0;48;48
29400;;gneE208_0;0;0
29400;;gneE208_1;0;0
29400;0.3;gneE22_0;12;12
29400;96.67;gneE22_1;228;348
29400;11.17;gneE22_2;156;36
29400;6.04;gneE22_3;252;252
29400;0.86;gneE224_0;24;24
29400;30.32;gneE226_0;216;204
29400;19.31;gneE226_1;120;132
29400;0.61;gneE226_2;24;24
29400;2.88;gneE227_0;120;132
29400;3.3;gneE228_0;144;156
29400;;gneE23_0;0;0
29400;;gneE23_1;0;0
29400;1.02;gneE230_0;48;48
29400;3.26;gneE231_0;132;144
29400;2.79;gneE231_1;132;120
29400;5.9;gneE233_0;108;120
29400;3.69;gneE251_0;48;96
29400;3.75;gneE251_1;180;168
29400;4.11;gneE257_0;240;60
29400;8.06;gneE257_1;156;324
29400;18.72;gneE258_0;108;108
29400;0.64;gneE258_1;24;24
29400;1.22;gneE271_0;36;36
29400;0.11;gneE393_0;12;0
29400;11.97;gneE393_1;456;480
29400;;gneE394_0;0;0
29400;3.38;gneE394_1;144;144
29400;;gneE396_0;0;0
29400;3.43;gneE396_1;156;144
29400;8.11;gneE397_0;288;288
29400;0.31;gneE397_1;12;12
29400;0.52;gneE401_0;12;12
29400;85.85;gneE401_1;360;396
29400;7.94;gneE401_2;36;0
29400;3.27;gneE401_3;12;12
29700;7.94;1_0;324;312
29700;4.32;1_1;168;180
29700;11.8;10_0;288;252
29700;7.02;10_1;204;264
29700;3.3;100_0;132;132
29700;0.56;101_0;24;24
29700;0.3;102_0;12;12
29700;3.9;103[0]_0;132;180
29700;3.17;103[0]_1;156;120
29700;5.48;103[1].2_0;240;240
29700;3.33;103[1].2_1;120;144
29700;5.01;104.5_0;240;228
29700;2.57;104.5_1;144;108
29700;10.28;105_0;180;168
29700;7.09;105_1;132;156
29700;3.51;106_0;156;156
29700;2.24;107_0;60;72
29700;2.2;107_1;84;72
29700;13.7;108_0;48;48
29700;22.15;108_1;72;72
29700;4.43;109_0;168;168
29700;1.03;109_1;36;36
29700;4.31;11_0;96;96
29700;18.1;11_1;192;168
29700;5.7;110_0;192;156
29700;1.27;110_1;36;60
29700;1.66;111_0;96;60
29700;1.31;111_1;36;84
29700;2.89;112[0]_0;24;168
29700;0.97;112[0]_1;156;0
29700;0.76;112[1]_0;12;12
29700;;112[1]_1;0;0
29700;4.49;113[0]_0;192;192
29700;0.79;113[0]_1;36;36
29700;0.36;113[0]_2;12;12
29700;7.13;113[1][0]_0;336;264
29700;0.91;113[1][0]_1;36;84
29700;0.46;113[1][0]_2;12;36
29700;6;114_0;168;204
29700;5.36;114_1;216;192
29700;5.09;115_0;144;108
29700;1.77;115_1;60;84
29700;62.43;116_0;120;0
29700;58.25;116_1;0;0
29700;86.95;116_2;0;0
29700;93.26;116_3;0;0
29700;130.62;116_4;0;0
29700;;117_0;0;0
29700;;117_1;0;0
29700;0.04;117_2;0;24
29700;0.91;117_3;0;144
29700;9.62;117_4;468;324
29700;51.14;118_0;852;456
29700;75.29;118_1;0;504
29700;2.33;119_0;96;96
29700;;119_1;0;0
29700;8.13;12_0;240;228
29700;3.29;12_1;240;144
29700;4.55;12_2;252;84
29700;5.03;12_3;12;156
29700;2.03;120.0.24_0;12;120
29700;0.33;120.0.24_1;96;0
29700;11.86;121_0;504;60
29700;49.12;121_1;0;552
29700;2.12;122[0]_0;0;276
29700;3.09;122[0]_1;0;192
29700;9.58;122[0]_2;696;228
29700;9.04;122[1]_0;276;552
29700;13.46;122[1]_1;624;504
29700;9.06;122[1]_2;516;420
29700;77.6;123_0;624;72
29700;73.36;123_1;0;360
29700;68.03;123_2;0;600
29700;0.25;125_0;12;12
29700;;125_1;0;0
29700;4.83;126_0;108;108
29700;7.05;127_0;228;288
29700;5.57;127_1;168;216
29700;7.45;127_2;324;228
29700;4.7;128_0;216;216
29700;3.41;128_1;156;144
29700;23.08;129_0;264;108
29700;126.17;129_1;0;120
29700;2.6;13.1_0;0;240
29700;3.79;13.1_1;0;240
29700;4.71;13.1_2;0;252
29700;5.33;13.1_3;768;12
29700;1.02;130_0;36;48
29700;4.34;130_1;204;204
29700;29.41;131_0;276;96
29700;106.3;131_1;0;204
29700;38.55;132_0;504;252
29700;94.5;132_1;0;240
29700;0.48;133_0;24;24
29700;;133_1;0;0
29700;2.88;134.7_0;84;120
29700;0.75;134.7_1;84;36
29700;15.51;134.7_2;192;96
29700;3.29;135.7_0;144;192
29700;1.87;135.7_1;96;48
29700;0.83;135.7_2;48;24
29700;16.05;136_0;1116;180
29700;46.48;136_1;0;780
29700;;137.5_0;0;0
29700;;137.5_1;0;0
29700;7.89;138_0;300;348
29700;2.89;139_0;132;84
29700;1.24;14.3_0;12;48
29700;1.39;14.3_1;72;36
29700;4.32;140_0;144;240
29700;3.18;140_1;168;144
29700;2.97;140_2;120;168
29700;7.35;140_3;396;240
29700;88.01;141_0;564;168
29700;76.74;141_1;0;336
29700;8.42;142_0;924;204
29700;24.31;142_1;0;384
29700;15.48;142_2;0;324
29700;5.18;143.4_0;72;192
29700;2.25;143.4_1;120;36
29700;1.17;143.4_2;60;36
29700;0.53;144_0;12;24
29700;1.5;144_1;108;48
29700;7.06;144_2;312;336
29700;13.25;144.283_0;180;372
29700;11.26;144.283_1;420;240
29700;6.5;144.283_2;300;192
29700;6.22;144.312_0;216;264
29700;2.45;144.312_1;120;84
29700;;144.312_2;0;0
29700;67.51;145_0;516;480
29700;2.03;145_1;0;60
29700;;145_2;0;0
29700;10.48;146_0;216;180
29700;23.44;146_1;252;276
29700;44.92;147_0;876;444
29700;72.37;147_1;0;204
29700;115.94;147_2;0;132
29700;6.69;148_0;288;276
29700;2.74;148_1;156;120
29700;0.22;148_2;12;12
29700;56.09;149_0;408;180
29700;70.46;149_1;264;264
29700;90.55;149_2;204;264
29700;3.12;15_0;108;108
29700;1.37;15_1;36;48
29700;6.52;150_0;264;156
29700;1.4;150_1;24;120
29700;0;150_2;0;12
29700;37.86;151_0;252;408
29700;58.94;151_1;348;168
29700;90.85;151_2;204;312
29700;107.77;151_3;120;132
29700;6.54;152_0;216;216
29700;1.74;152_1;60;48
29700;0.2;152_2;0;24
29700;;152_3;0;0
29700;5.98;153_0;420;12
29700;12.88;153_1;372;648
29700;8.74;153_2;384;480
29700;3.72;154.7_0;120;216
29700;0.87;154.7_1;60;12
29700;0.04;154.7_2;12;0
29700;;155[0].4_0;0;0
29700;36.91;155[0].4_1;648;288
29700;21.47;155[0].4_2;180;384
29700;23.51;155[0].4_3;324;396
29700;;155[1]_0;0;0
29700;22.6;155[1]_1;528;492
29700;11.99;155[1]_2;384;408
29700;10.39;155[1]_3;384;420
29700;10.45;156[0]_0;96;84
29700;0.97;156[0]_1;36;48
29700;0.3;156[0]_2;12;12
29700;;156[0]_3;0;0
29700;2.21;156[1]_0;72;120
29700;1.51;156[1]_1;60;72
29700;0.45;156[1]_2;12;12
29700;0.29;156[1]_3;48;0
29700;21.21;157_0;492;936
29700;4.93;157_1;420;132
29700;7.1;157_2;408;288
29700;1.1;158_0;0;84
29700;1.88;158_1;132;36
29700;0.28;158_2;12;12
29700;3.88;16_0;180;120
29700;1.78;16_1;12;96
29700;27.94;161_0;420;360
29700;5.85;161_1;216;264
29700;7.68;163_0;84;108
29700;0.3;164_0;12;12
29700;7.67;165_0;276;228
29700;1.01;165_1;0;48
29700;;166_0;0;0
29700;;166_1;0;0
29700;49.91;167_0;228;204
29700;13.48;167_1;84;108
29700;44.68;168_0;168;168
29700;29.07;168_1;108;108
29700;1.12;17_0;60;12
29700;1.12;17_1;12;84
29700;2.72;172_0;96;96
29700;24.6;173_0;192;168
29700;17.44;173_1;96;84
29700;3.36;175_0;132;144
29700;1.81;175_1;72;60
29700;4.18;18_0;108;144
29700;9.36;18_1;300;192
29700;0.73;181[1][1][0].32.3_0;36;36
29700;5.16;181[1][1][0].32.3_1;516;0
29700;31.49;181[1][1][0].32.3_2;204;276
29700;22.21;181[1][1][0].32.3_3;504;912
29700;0.91;181[1][1][1][0]_0;36;36
29700;;181[1][1][1][0]_1;0;0
29700;;181[1][1][1][0]_2;0;0
29700;24.05;181[1][1][1][0]_3;780;780
29700;0.88;181[1][1][1][1][0]_0;36;36
29700;;181[1][1][1][1][0]_1;0;0
29700;;181[1][1][1][1][0]_2;0;0
29700;23.1;181[1][1][1][1][0]_3;768;780
29700;0.9;181[1][1][1][1][1][0]_0;36;36
29700;;181[1][1][1][1][1][0]_1;0;0
29700;;181[1][1][1][1][1][0]_2;0;0
29700;2.67;181[1][1][1][1][1][0]_3;84;84
29700;;181[1][1][1][1][1][0].76_0;0;0
29700;93.26;181[1][1][1][1][1][0].76_1;84;276
29700;42.7;181[1][1][1][1][1][0].76_2;384;276
29700;22.16;181[1][1][1][1][1][0].76_3;732;720
29700;30.85;182_0;504;432
29700;29.78;182_1;228;312
29700;5.89;183.8_0;96;72
29700;9.26;183.8_1;180;192
29700;3.07;184_0;0;144
29700;6.56;184_1;420;276
29700;0.29;185_0;12;12
29700;0.52;186_0;36;24
29700;0.72;186_1;24;36
29700;0.31;187_0;12;12
29700;0.4;19_0;12;12
29700;;19_1;0;0
29700;2.44;2_0;240;96
29700;7.04;2_1;60;192
29700;7.65;20_0;0;336
29700;5.12;20_1;492;156
29700;0.27;21_0;12;12
29700;;21_1;0;0
29700;70;22_0;312;240
29700;7.28;22_1;252;252
29700;;24_0;0;0
29700;;24_1;0;0
29700;1.58;25[0]_0;48;48
29700;;25[0]_1;0;0
29700;1.71;25[1]_0;48;36
29700;2.48;25[1]_1;96;84
29700;79.05;26_0;120;132
29700;103.4;26_1;228;252
29700;1.34;27_0;36;60
29700;1.06;27_1;60;36
29700;83.94;28_0;108;132
29700;90.11;28_1;300;108
29700;5.04;29_0;108;108
29700;1.31;29_1;0;48
29700;76.04;30_0;396;396
29700;31.33;30_1;192;204
29700;2.75;31_0;108;84
29700;3.3;31_1;108;144
29700;71.28;32_0;300;192
29700;65.73;32_1;552;420
29700;5.23;33_0;216;84
29700;3.63;33_1;24;216
29700;63.93;34_0;540;456
29700;66.37;34_1;336;360
29700;40.59;35_0;72;216
29700;89.83;35_1;108;240
29700;34.53;35_2;96;0
29700;20.05;35_3;240;204
29700;11.24;35_4;312;156
29700;1.86;37[0]_0;48;120
29700;6.14;37[0]_1;312;216
29700;61.44;38.9_0;516;360
29700;67.61;38.9_1;264;360
29700;5.65;39.68_0;216;276
29700;2.71;39.68_1;144;120
29700;16.51;3[0]_0;420;720
29700;11.54;3[0]_1;468;516
29700;5.26;3[0]_2;576;144
29700;8.3;3[1]_0;312;348
29700;11.38;3[1]_1;468;312
29700;5.58;3[1]_2;180;264
29700;9.47;4_0;132;96
29700;7.64;4_1;48;72
29700;21.54;4_2;264;264
29700;65.59;40_0;36;96
29700;75.46;40_1;540;180
29700;21.72;40_2;540;264
29700;18.76;40_3;288;468
29700;96.23;41.3_0;156;120
29700;95.21;41.3_1;252;288
29700;13.75;41.3_2;456;552
29700;9.1;41.3_3;432;372
29700;115.69;42.0_0;168;144
29700;107.28;42.0_1;240;168
29700;112.76;42.0_2;72;132
29700;112.93;42.0_3;216;156
29700;46.07;43[0].45_0;432;120
29700;51.9;43[0].45_1;348;204
29700;16.47;44_0;276;228
29700;1.69;44_1;12;48
29700;2.19;44_2;120;72
29700;15.61;45[0].5_0;636;576
29700;8.87;45[0].5_1;348;456
29700;14.66;45[1]_0;576;648
29700;11.71;45[1]_1;456;480
29700;18.12;46_0;624;744
29700;4.06;46_1;288;144
29700;15.17;47_0;624;468
29700;3.25;47_1;0;168
29700;17.26;48_0;420;408
29700;10.28;48_1;384;420
29700;;48_2;0;0
29700;;49[0]_0;0;0
29700;2.8;49[0]_1;108;108
29700;3.16;49[0]_2;144;144
29700;0.49;49[1]_0;12;12
29700;2.27;49[1]_1;108;108
29700;3.42;49[1]_2;144;168
29700;71.28;5_0;168;168
29700;106.49;5_1;252;96
29700;3.44;50[0].15_0;12;240
29700;1.22;50[0].15_1;168;0
29700;8.19;50[1]_0;228;228
29700;;50[1]_1;0;0
29700;6.39;51_0;252;252
29700;0.09;51_1;0;0
29700;12.27;52_0;0;192
29700;4.61;52_1;252;72
29700;1.8;52_2;120;60
29700;19.11;53.4_0;492;504
29700;16.11;53.4_1;708;600
29700;4.45;53.4_2;192;264
29700;10.91;54[0]_0;468;444
29700;3.05;54[0]_1;132;192
29700;12.3;54[1]_0;444;360
29700;7.26;54[1]_1;192;312
29700;1.45;55[0]_0;132;0
29700;8.61;55[0]_1;336;444
29700;1.68;55[0]_2;48;72
29700;0.01;55[1]_0;0;0
29700;10.93;55[1]_1;480;480
29700;2.38;55[1]_2;84;132
29700;0.72;56.0.16_0;24;36
29700;0.93;56.0.16_1;60;36
29700;0.18;57_0;0;12
29700;6.08;57_1;216;204
29700;8.05;58_0;228;228
29700;2.05;58_1;84;96
29700;0.55;59_0;144;24
29700;2.16;59_1;96;0
29700;7.09;59_2;48;264
29700;0.77;6_0;0;48
29700;1.1;6_1;0;60
29700;0.82;6_2;0;12
29700;0.59;6_3;0;0
29700;0.96;6_4;168;24
29700;31.66;60_0;252;264
29700;1.32;61_0;36;72
29700;1.73;61_1;96;48
29700;2.06;62_0;84;96
29700;0.54;63_0;12;24
29700;2.39;64_0;48;48
29700;1.19;66.10_0;72;48
29700;1.96;66.10_1;84;84
29700;6.74;67.1_0;276;228
29700;0.83;67.1_1;24;72
29700;1.22;68_0;60;60
29700;;68_1;0;0
29700;1.42;69_0;60;60
29700;;69_1;0;0
29700;33.64;7.0.20_0;228;0
29700;36.92;7.0.20_1;0;0
29700;40.76;7.0.20_2;84;0
29700;72.76;7.0.20_3;408;0
29700;66.26;7.0.20_4;360;0
29700;0.89;70_0;36;36
29700;1.31;71_0;24;48
29700;3.94;72_0;180;180
29700;2.71;73_0;60;144
29700;0.48;73_1;72;0
29700;0.62;74_0;0;0
29700;0.42;74_1;48;36
29700;4.49;75_0;180;216
29700;2.72;75_1;144;96
29700;;75_2;0;0
29700;5.96;76_0;216;240
29700;2.31;76_1;132;132
29700;4.35;77_0;156;144
29700;0.94;77_1;36;36
29700;0.73;78_0;36;12
29700;15.66;78_1;504;516
29700;4.48;79_0;156;216
29700;1.41;79_1;84;48
29700;0.62;8.0.2.13_0;60;12
29700;2.14;8.0.2.13_1;48;84
29700;2.8;8.0.2.13_2;12;192
29700;0.98;8.0.2.13_3;204;24
29700;2.68;80_0;192;84
29700;15.5;80_1;228;324
29700;2.87;81_0;12;132
29700;3.39;81_1;252;120
29700;1.18;81_2;48;48
29700;13.91;82_0;132;168
29700;3.82;82_1;120;84
29700;1.72;82_2;48;48
29700;0.46;83_0;36;12
29700;6.46;83_1;288;228
29700;4.71;83_2;156;228
29700;1.49;84_0;396;36
29700;7.92;84_1;48;300
29700;1.29;84_2;36;144
29700;8.31;85_0;204;216
29700;5.38;85_1;108;132
29700;3.46;85_2;132;96
29700;3.04;86[0]_0;132;168
29700;1.64;86[0]_1;108;60
29700;5.18;86[0]_2;204;216
29700;7.11;86[1][1]_0;168;132
29700;4.65;86[1][1]_1;72;156
29700;10.04;86[1][1]_2;216;252
29700;13.41;87_0;360;324
29700;2.68;87_1;108;120
29700;1.71;88_0;60;60
29700;0.14;88_1;12;0
29700;9.13;9_0;24;48
29700;27.67;9_1;72;168
29700;44.28;9_2;192;276
29700;56.21;9_3;24;264
29700;3.97;90_0;120;144
29700;1.51;90_1;84;60
29700;8.53;91_0;216;204
29700;4.44;91_1;192;204
29700;2.62;92_0;96;96
29700;1.97;92_1;84;96
29700;0.19;93_0;108;0
29700;4.47;93_1;108;216
29700;5.08;93_2;204;192
29700;17.69;94_0;84;72
29700;8.92;94_1;84;24
29700;6.44;94_2;12;24
29700;0.72;95_0;36;48
29700;;95_1;0;0
29700;0.59;96_0;48;12
29700;0.65;96_1;0;48
29700;4.01;97_0;180;168
29700;0.26;97_1;0;24
29700;10.35;98_0;240;168
29700;3.48;98_1;24;84
29700;1.58;99_0;60;36
29700;36.63;E0_0;768;120
29700;89.82;E0_1;0;336
29700;75.83;E0_2;0;420
29700;13.13;E0.221_0;336;336
29700;10.2;E0.221_1;312;300
29700;3.29;E1_0;156;132
29700;0;E1_1;0;12
29700;2.57;E10_0;120;120
29700;;E10_1;0;0
29700;4.93;E11_0;24;24
29700;;E11_1;0;0
29700;13.3;E12_0;24;24
29700;13.72;E12_1;48;48
29700;4.77;E13_0;180;180
29700;0.81;E13_1;36;36
29700;1.6;E15_0;36;36
29700;7.65;E18_0;240;264
29700;2.46;E18_1;120;108
29700;37.15;E19_0;504;540
29700;18.72;E19_1;600;576
29700;7.5;E19_2;264;264
29700;16.92;E2_0;912;684
29700;4.13;E2_1;0;252
29700;15.99;E2.444_0;696;672
29700;7.13;E2.444_1;336;348
29700;;E20_0;0;0
29700;1.71;E21_0;36;36
29700;25.71;E3_0;1944;1140
29700;21.09;E3_1;0;864
29700;1.14;E4.10_0;48;48
29700;4.07;E4.24_0;84;84
29700;3.76;E5_0;132;132
29700;;E5_1;0;0
29700;42.05;E6_0;144;144
29700;150.42;E6_1;348;348
29700;95.43;E6_2;300;300
29700;1.38;E7.29_0;60;60
29700;2.55;E7.9_0;96;96
29700;1.55;E8_0;60;72
29700;0.5;E8_1;36;24
29700;1.8;E8.39_0;72;84
29700;128.34;gneE10_0;72;84
29700;98.18;gneE10_1;360;384
29700;57.48;gneE10_2;600;600
29700;99.17;gneE126_0;216;72
29700;110.2;gneE126_1;216;252
29700;;gneE138_0;0;0
29700;5.67;gneE138_1;216;216
29700;3.11;gneE138_2;144;144
29700;82.75;gneE140_0;84;60
29700;106.34;gneE140_1;252;216
29700;15.55;gneE141_0;564;720
29700;7.01;gneE141_1;348;312
29700;109.72;gneE142_0;120;156
29700;92.35;gneE142_1;288;252
29700;128.39;gneE143_0;108;108
29700;135.19;gneE143_1;204;192
29700;0.54;gneE144_0;24;24
29700;1.04;gneE147_0;36;36
29700;5.05;gneE148_0;180;192
29700;2.31;gneE148_1;96;84
29700;;gneE148_2;0;0
29700;52.42;gneE150_0;276;264
29700;39.99;gneE150_1;264;264
29700;34.45;gneE151_0;288;264
29700;23.72;gneE151_1;240;264
29700;7.46;gneE153_0;36;36
29700;21.49;gneE153_1;696;660
29700;8.25;gneE153_2;300;348
29700;32.69;gneE154_0;636;636
29700;12.92;gneE154_1;348;348
29700;0.8;gneE155_0;36;36
29700;2.26;gneE156_0;84;84
29700;0.95;gneE157_0;12;12
29700;1.98;gneE158_0;24;24
29700;2.78;gneE159_0;96;108
29700;1.41;gneE159_1;72;60
29700;0.24;gneE159_2;12;12
29700;;gneE159_3;0;0
29700;;gneE160_0;0;0
29700;19.38;gneE160_1;636;612
29700;4.76;gneE160_2;180;192
29700;8.44;gneE160_3;312;312
29700;8.25;gneE188_0;156;168
29700;0.9;gneE188_1;36;36
29700;;gneE190_0;0;0
29700;;gneE190_1;0;0
29700;8.6;gneE199_0;144;144
29700;1.22;gneE199_1;24;36
29700;5.52;gneE202_0;120;96
29700;1.93;gneE202_1;36;60
29700;4.39;gneE203_0;180;168
29700;0.39;gneE205_0;12;12
29700;;gneE208_0;0;0
29700;;gneE208_1;0;0
29700;0.53;gneE22_0;0;36
29700;75.01;gneE22_1;480;528
29700;5.7;gneE22_2;84;0
29700;18.09;gneE22_3;708;708
29700;3.56;gneE224_0;72;72
29700;29.18;gneE226_0;204;192
29700;19.56;gneE226_1;72;84
29700;1.1;gneE226_2;36;36
29700;3.46;gneE227_0;144;144
29700;5.36;gneE228_0;240;240
29700;0.27;gneE23_0;12;12
29700;;gneE23_1;0;0
29700;0.52;gneE230_0;24;24
29700;5.1;gneE231_0;204;180
29700;2.79;gneE231_1;108;132
29700;5.4;gneE233_0;156;156
29700;6.2;gneE251_0;120;156
29700;3.12;gneE251_1;108;108
29700;5.09;gneE257_0;264;108
29700;9.07;gneE257_1;168;324
29700;8.94;gneE258_0;156;156
29700;2.05;gneE258_1;24;24
29700;0.38;gneE271_0;12;12
29700;0.06;gneE393_0;12;0
29700;13.66;gneE393_1;516;516
29700;;gneE394_0;0;0
29700;4.81;gneE394_1;180;192
29700;;gneE396_0;0;0
29700;3.98;gneE396_1;156;168
29700;8.32;gneE397_0;288;276
29700;0.47;gneE397_1;12;24
29700;2.59;gneE401_0;36;36
29700;72.95;gneE401_1;516;516
29700;;gneE401_2;0;0
29700;4.36;gneE401_3;48;48
30000;8.85;1_0;396;360
30000;2.89;1_1;84;120
30000;13.65;10_0;348;228
30000;7.38;10_1;132;252
30000;1.89;100_0;96;84
30000;0.57;101_0;24;24
30000;0.3;102_0;12;12
30000;1.96;103[0]_0;84;96
30000;2.26;103[0]_1;96;84
30000;4.37;103[1].2_0;264;192
30000;3.28;103[1].2_1;72;156
30000;4.87;104.5_0;192;204
30000;3.07;104.5_1;156;168
30000;6.68;105_0;168;144
30000;7.35;105_1;156;144
30000;4.45;106_0;192;192
30000;1.16;107_0;60;48
30000;2.51;107_1;96;96
30000;14.85;108_0;36;36
30000;30.23;108_1;96;96
30000;4.67;109_0;180;180
30000;1.59;109_1;60;60
30000;4.86;11_0;96;96
30000;13.13;11_1;132;156
30000;6.24;110_0;192;204
30000;1.18;110_1;60;48
30000;2.45;111_0;132;60
30000;1.44;111_1;36;96
30000;2.72;112[0]_0;24;156
30000;1.75;112[0]_1;192;36
30000;2.56;112[1]_0;24;36
30000;0.8;112[1]_1;36;24
30000;7.13;113[0]_0;300;300
30000;1.87;113[0]_1;84;84
30000;1.18;113[0]_2;48;48
30000;8.41;113[1][0]_0;384;336
30000;2.34;113[1][0]_1;84;120
30000;1.02;113[1][0]_2;48;60
30000;4.87;114_0;156;192
30000;5.79;114_1;228;216
30000;1.24;115_0;24;36
30000;1.03;115_1;48;48
30000;70.53;116_0;72;0
30000;73.69;116_1;0;0
30000;94.82;116_2;0;0
30000;102.99;116_3;0;0
30000;127.16;116_4;0;0
30000;;117_0;0;0
30000;;117_1;0;0
30000;;117_2;0;0
30000;0.85;117_3;0;192
30000;9.19;117_4;432;264
30000;51.71;118_0;924;444
30000;71.68;118_1;0;492
30000;1.93;119_0;96;108
30000;;119_1;0;0
30000;5.55;12_0;168;216
30000;2.11;12_1;84;84
30000;3.89;12_2;216;96
30000;6.16;12_3;60;216
30000;3.39;120.0.24_0;72;156
30000;0.36;120.0.24_1;96;0
30000;4.26;121_0;504;48
30000;63.46;121_1;0;264
30000;2.83;122[0]_0;0;348
30000;4.22;122[0]_1;0;216
30000;8.85;122[0]_2;732;156
30000;9.52;122[1]_0;348;468
30000;12.57;122[1]_1;576;648
30000;9.35;122[1]_2;552;300
30000;76.02;123_0;1092;108
30000;68.98;123_1;0;252
30000;66.21;123_2;0;600
30000;0.3;125_0;24;12
30000;;125_1;0;0
30000;3.46;126_0;108;108
30000;9.82;127_0;264;276
30000;8.85;127_1;180;288
30000;11.15;127_2;432;240
30000;4.06;128_0;156;192
30000;5.04;128_1;252;192
30000;32.44;129_0;108;60
30000;137.15;129_1;0;84
30000;1.76;13.1_0;0;168
30000;2.53;13.1_1;0;108
30000;3.41;13.1_2;0;192
30000;3.65;13.1_3;552;60
30000;0.56;130_0;24;24
30000;4.16;130_1;192;180
30000;44.97;131_0;168;72
30000;110.69;131_1;0;84
30000;25.42;132_0;408;120
30000;80.34;132_1;0;240
30000;0.22;133_0;12;12
30000;0.26;133_1;12;12
30000;3.56;134.7_0;108;96
30000;0.75;134.7_1;36;48
30000;31.24;134.7_2;144;36
30000;3.54;135.7_0;108;228
30000;2.47;135.7_1;156;48
30000;;135.7_2;0;0
30000;20.63;136_0;888;216
30000;63.24;136_1;0;636
30000;0.3;137.5_0;12;12
30000;;137.5_1;0;0
30000;4.09;138_0;96;168
30000;4.46;139_0;216;156
30000;0.77;14.3_0;0;12
30000;2.36;14.3_1;84;72
30000;1.83;140_0;48;108
30000;2.71;140_1;144;108
30000;3.37;140_2;144;240
30000;8.11;140_3;396;300
30000;102.39;141_0;432;36
30000;95.83;141_1;0;192
30000;6.21;142_0;876;144
30000;22.27;142_1;0;348
30000;15.05;142_2;0;336
30000;2.19;143.4_0;0;36
30000;0.53;143.4_1;72;24
30000;0.47;143.4_2;0;36
30000;0.46;144_0;12;36
30000;0.74;144_1;36;24
30000;10.11;144_2;408;444
30000;14.2;144.283_0;252;276
30000;12.9;144.283_1;348;288
30000;7.27;144.283_2;228;300
30000;7.06;144.312_0;276;264
30000;4.54;144.312_1;168;180
30000;;144.312_2;0;0
30000;70.61;145_0;492;384
30000;1.72;145_1;0;48
30000;;145_2;0;0
30000;76.21;146_0;96;108
30000;119;146_1;60;0
30000;52.88;147_0;588;324
30000;79.56;147_1;0;156
30000;126;147_2;0;84
30000;4.78;148_0;204;228
30000;2.5;148_1;120;108
30000;0.8;148_2;36;36
30000;68.75;149_0;312;288
30000;87.64;149_1;144;108
30000;99.17;149_2;132;168
30000;2.56;15_0;36;24
30000;2.05;15_1;96;24
30000;3.9;150_0;144;108
30000;1.42;150_1;12;72
30000;0.35;150_2;24;36
30000;37.75;151_0;204;168
30000;68.64;151_1;312;216
30000;92.99;151_2;228;36
30000;113.32;151_3;36;228
30000;3.82;152_0;108;120
30000;0.85;152_1;24;24
30000;0;152_2;0;12
30000;;152_3;0;0
30000;2.85;153_0;168;12
30000;6.15;153_1;240;360
30000;3.1;153_2;180;228
30000;2.41;154.7_0;120;108
30000;;154.7_1;0;0
30000;;154.7_2;0;0
30000;0.24;155[0].4_0;12;12
30000;18.15;155[0].4_1;360;288
30000;6;155[0].4_2;24;180
30000;10.84;155[0].4_3;192;312
30000;;155[1]_0;0;0
30000;16.37;155[1]_1;648;528
30000;7.76;155[1]_2;204;216
30000;8.59;155[1]_3;300;408
30000;7.52;156[0]_0;72;72
30000;1.67;156[0]_1;12;12
30000;;156[0]_2;0;0
30000;;156[0]_3;0;0
30000;1.72;156[1]_0;72;96
30000;0.53;156[1]_1;12;24
30000;0.28;156[1]_2;0;0
30000;0.13;156[1]_3;36;0
30000;17.94;157_0;540;816
30000;2.92;157_1;228;48
30000;8.74;157_2;420;396
30000;0.75;158_0;0;72
30000;0.85;158_1;60;12
30000;0.16;158_2;12;0
30000;2.39;16_0;84;108
30000;2.08;16_1;96;84
30000;98.55;161_0;180;144
30000;10.1;161_1;276;300
30000;7.75;163_0;144;144
30000;1.36;164_0;60;60
30000;18.45;165_0;420;360
30000;0.81;165_1;0;36
30000;0.01;166_0;12;0
30000;;166_1;0;0
30000;54.82;167_0;132;108
30000;6.83;167_1;36;60
30000;32.02;168_0;168;156
30000;25.26;168_1;144;144
30000;0.65;17_0;48;0
30000;0.45;17_1;0;48
30000;1.89;172_0;72;72
30000;29.87;173_0;192;192
30000;25.52;173_1;144;144
30000;0.49;175_0;24;24
30000;1.27;175_1;48;48
30000;7.87;18_0;60;144
30000;17.14;18_1;240;180
30000;1.11;181[1][1][0].32.3_0;48;48
30000;4.17;181[1][1][0].32.3_1;420;0
30000;25.67;181[1][1][0].32.3_2;180;228
30000;22.07;181[1][1][0].32.3_3;504;888
30000;1.46;181[1][1][1][0]_0;48;48
