begin;laneDensity;lane_ids;inflow;outflow
30900;0.58;155[0].4_2;12;0
30900;3;155[0].4_3;60;72
30900;;155[1]_0;0;0
30900;7.79;155[1]_1;384;288
30900;1.36;155[1]_2;0;12
30900;2.53;155[1]_3;72;156
30900;11.73;156[0]_0;96;108
30900;6.04;156[0]_1;60;72
30900;0.75;156[0]_2;36;12
30900;;156[0]_3;0;0
30900;2.89;156[1]_0;108;168
30900;1.27;156[1]_1;72;48
30900;0.37;156[1]_2;12;0
30900;0.18;156[1]_3;36;0
30900;6.28;157_0;288;288
30900;0.45;157_1;12;36
30900;3.09;157_2;156;120
30900;1.34;158_0;0;108
30900;2.32;158_1;156;60
30900;0.91;158_2;48;36
30900;2.59;16_0;96;96
30900;1.42;16_1;72;72
30900;5.77;161_0;204;228
30900;1.2;161_1;72;48
30900;4.91;163_0;96;96
30900;0.3;164_0;12;12
30900;9.92;165_0;336;312
30900;1.1;165_1;0;36
30900;1.07;166_0;48;48
30900;;166_1;0;0
30900;23.44;167_0;192;192
30900;4.85;167_1;24;24
30900;28.32;168_0;84;96
30900;18.62;168_1;84;72
30900;0.72;17_0;48;12
30900;0.62;17_1;12;60
30900;2.3;172_0;84;84
30900;42;173_0;72;84
30900;22.13;173_1;72;72
30900;2.38;175_0;108;96
30900;0.03;175_1;0;12
30900;3.82;18_0;96;120
30900;2.45;18_1;108;72
30900;0.61;181[1][1][0].32.3_0;24;24
30900;0.75;181[1][1][0].32.3_1;228;0
30900;3.59;181[1][1][0].32.3_2;48;72
30900;7.8;181[1][1][0].32.3_3;192;396
30900;0.85;181[1][1][1][0]_0;24;24
30900;;181[1][1][1][0]_1;0;0
30900;;181[1][1][1][0]_2;0;0
30900;10.32;181[1][1][1][0]_3;348;348
30900;0.81;181[1][1][1][1][0]_0;24;24
30900;;181[1][1][1][1][0]_1;0;0
30900;;181[1][1][1][1][0]_2;0;0
30900;9.9;181[1][1][1][1][0]_3;348;348
30900;0.77;181[1][1][1][1][1][0]_0;24;24
30900;;181[1][1][1][1][1][0]_1;0;0
30900;;181[1][1][1][1][1][0]_2;0;0
30900;4.9;181[1][1][1][1][1][0]_3;12;12
30900;0.34;181[1][1][1][1][1][0].76_0;0;12
30900;90.91;181[1][1][1][1][1][0].76_1;72;60
30900;85.44;181[1][1][1][1][1][0].76_2;156;96
30900;64.29;181[1][1][1][1][1][0].76_3;240;180
30900;9.3;182_0;276;252
30900;5.28;182_1;168;168
30900;1.62;183.8_0;36;36
30900;5.42;183.8_1;108;108
30900;1.89;184_0;0;108
30900;2.94;184_1;240;108
30900;0.1;185_0;0;12
30900;0.26;186_0;12;12
30900;;186_1;0;0
30900;;187_0;0;0
30900;;19_0;0;0
30900;0.32;19_1;12;12
30900;1.12;2_0;120;36
30900;3.88;2_1;72;156
30900;4.53;20_0;72;168
30900;1.5;20_1;132;48
30900;;21_0;0;0
30900;;21_1;0;0
30900;8.51;22_0;216;240
30900;1.38;22_1;36;48
30900;;24_0;0;0
30900;;24_1;0;0
30900;1.42;25[0]_0;36;36
30900;;25[0]_1;0;0
30900;3.75;25[1]_0;36;24
30900;2.74;25[1]_1;84;36
30900;81.08;26_0;60;108
30900;101.28;26_1;276;240
30900;0.94;27_0;12;48
30900;0.91;27_1;60;36
30900;102.61;28_0;96;60
30900;122.63;28_1;108;96
30900;3.29;29_0;72;60
30900;2.03;29_1;12;24
30900;93.42;30_0;288;324
30900;67.57;30_1;156;48
30900;1.79;31_0;60;60
30900;1.28;31_1;36;60
30900;101.26;32_0;264;204
30900;91.58;32_1;192;216
30900;2.35;33_0;108;72
30900;0.57;33_1;24;24
30900;87.54;34_0;264;312
30900;90.3;34_1;192;168
30900;91.71;35_0;24;24
30900;80.08;35_1;48;0
30900;48.73;35_2;36;0
30900;30.86;35_3;156;84
30900;23.56;35_4;300;84
30900;1.48;37[0]_0;72;60
30900;1.82;37[0]_1;84;84
30900;78;38.9_0;204;228
30900;80.57;38.9_1;192;180
30900;2.83;39.68_0;120;132
30900;0.68;39.68_1;48;36
30900;96.99;3[0]_0;180;336
30900;92.26;3[0]_1;444;96
30900;75.76;3[0]_2;480;264
30900;131.22;3[1]_0;108;84
30900;126.7;3[1]_1;84;72
30900;68.98;3[1]_2;264;384
30900;6.13;4_0;24;36
30900;9.21;4_1;132;48
30900;87.58;4_2;288;372
30900;113.2;40_0;0;60
30900;117.41;40_1;96;72
30900;42.59;40_2;192;168
30900;32.75;40_3;384;480
30900;87.9;41.3_0;60;120
30900;120.71;41.3_1;96;108
30900;29.19;41.3_2;156;72
30900;13.92;41.3_3;492;516
30900;119.11;42.0_0;132;120
30900;114.41;42.0_1;36;24
30900;105.84;42.0_2;96;132
30900;120.11;42.0_3;144;144
30900;93.14;43[0].45_0;204;108
30900;98.71;43[0].45_1;192;120
30900;2.34;44_0;72;72
30900;0.44;44_1;0;36
30900;0.41;44_2;36;0
30900;10.17;45[0].5_0;444;444
30900;4.71;45[0].5_1;180;240
30900;9.23;45[1]_0;444;360
30900;7.68;45[1]_1;252;432
30900;9.45;46_0;372;408
30900;2.8;46_1;168;108
30900;5.63;47_0;324;228
30900;2.32;47_1;0;108
30900;5.15;48_0;216;204
30900;4;48_1;156;168
30900;;48_2;0;0
30900;0.22;49[0]_0;12;12
30900;1.66;49[0]_1;72;72
30900;2.36;49[0]_2;108;108
30900;0.25;49[1]_0;12;0
30900;1.03;49[1]_1;72;36
30900;2.48;49[1]_2;108;108
30900;110.98;5_0;72;84
30900;132.33;5_1;48;24
30900;0.99;50[0].15_0;0;60
30900;0.2;50[0].15_1;48;0
30900;1.49;50[1]_0;60;60
30900;;50[1]_1;0;0
30900;29.56;51_0;288;36
30900;2.77;51_1;0;96
30900;16.97;52_0;12;72
30900;3.48;52_1;132;132
30900;0.6;52_2;36;36
30900;92.39;53.4_0;300;120
30900;69.44;53.4_1;204;192
30900;60.83;53.4_2;312;420
30900;7.83;54[0]_0;360;336
30900;1.1;54[0]_1;60;48
30900;5.33;54[1]_0;252;204
30900;2.37;54[1]_1;72;108
30900;0.24;55[0]_0;12;12
30900;7.35;55[0]_1;324;336
30900;0.54;55[0]_2;24;12
30900;0.15;55[1]_0;12;0
30900;8.11;55[1]_1;360;372
30900;0.69;55[1]_2;12;60
30900;;56.0.16_0;0;0
30900;0.27;56.0.16_1;12;12
30900;0.69;57_0;0;24
30900;4.23;57_1;156;120
30900;2;58_0;144;48
30900;1.3;58_1;0;96
30900;0.31;59_0;108;12
30900;2.22;59_1;120;48
30900;4.58;59_2;24;168
30900;0.81;6_0;0;60
30900;0.62;6_1;0;60
30900;0.67;6_2;0;12
30900;0.74;6_3;0;0
30900;1.14;6_4;156;12
30900;4.16;60_0;72;72
30900;0.74;61_0;12;84
30900;1.89;61_1;84;24
30900;0.47;62_0;24;12
30900;;63_0;0;0
30900;;64_0;0;0
30900;1.32;66.10_0;48;60
30900;0.28;66.10_1;24;12
30900;4.26;67.1_0;192;156
30900;0.32;67.1_1;0;36
30900;2.18;68_0;108;84
30900;0.45;68_1;12;36
30900;2.15;69_0;84;84
30900;0.82;69_1;36;24
30900;117.74;7.0.20_0;12;0
30900;126.02;7.0.20_1;0;0
30900;120.33;7.0.20_2;0;0
30900;130.79;7.0.20_3;0;0
30900;122.94;7.0.20_4;0;0
30900;0.47;70_0;24;24
30900;0.77;71_0;36;24
30900;1.33;72_0;60;60
30900;2.16;73_0;84;108
30900;0.2;73_1;24;0
30900;;74_0;0;0
30900;;74_1;0;0
30900;2.41;75_0;48;108
30900;1.48;75_1;108;48
30900;;75_2;0;0
30900;2.3;76_0;36;108
30900;1.08;76_1;120;48
30900;1.38;77_0;60;60
30900;0.3;77_1;12;12
30900;0.36;78_0;24;12
30900;6.12;78_1;228;240
30900;1.33;79_0;36;72
30900;0.43;79_1;36;12
30900;0.67;8.0.2.13_0;48;0
30900;1.85;8.0.2.13_1;72;48
30900;2.03;8.0.2.13_2;12;204
30900;0.74;8.0.2.13_3;120;12
30900;1.71;80_0;132;36
30900;6.08;80_1;144;180
30900;1.2;81_0;12;60
30900;0.72;81_1;72;24
30900;0.25;81_2;12;12
30900;4.88;82_0;60;84
30900;0.36;82_1;24;12
30900;0.82;82_2;12;12
30900;0.3;83_0;12;12
30900;4.53;83_1;204;132
30900;2.07;83_2;60;144
30900;0.58;84_0;228;12
30900;4.96;84_1;0;216
30900;0.43;84_2;24;48
30900;4.03;85_0;108;132
30900;1.63;85_1;36;48
30900;0.64;85_2;48;12
30900;2.24;86[0]_0;72;108
30900;0.86;86[0]_1;48;36
30900;1.76;86[0]_2;96;60
30900;2.97;86[1][1]_0;156;120
30900;1.56;86[1][1]_1;12;60
30900;3.14;86[1][1]_2;60;84
30900;5.62;87_0;192;168
30900;0.97;87_1;24;60
30900;2.33;88_0;72;84
30900;0.26;88_1;12;12
30900;0.02;9_0;0;0
30900;0.38;9_1;48;0
30900;2.01;9_2;192;48
30900;3.12;9_3;24;216
30900;3.81;90_0;72;144
30900;1.34;90_1;96;48
30900;4.35;91_0;156;108
30900;2.03;91_1;84;72
30900;1.57;92_0;168;36
30900;2.39;92_1;12;132
30900;0.05;93_0;36;0
30900;3.13;93_1;108;156
30900;2.39;93_2;96;84
30900;2.67;94_0;36;48
30900;0.83;94_1;36;24
30900;6.98;94_2;96;84
30900;0.46;95_0;24;12
30900;0.01;95_1;0;12
30900;0.05;96_0;12;0
30900;0.5;96_1;12;24
30900;1.29;97_0;72;48
30900;0.23;97_1;0;12
30900;2.65;98_0;96;48
30900;2.06;98_1;12;60
30900;0.58;99_0;24;12
30900;22.06;E0_0;960;84
30900;63.23;E0_1;0;396
30900;69.62;E0_2;0;480
30900;14.64;E0.221_0;360;324
30900;12.18;E0.221_1;336;360
30900;3.81;E1_0;180;156
30900;0.27;E1_1;0;48
30900;1.48;E10_0;72;60
30900;;E10_1;0;0
30900;1.96;E11_0;12;12
30900;;E11_1;0;0
30900;;E12_0;0;0
30900;8.65;E12_1;12;12
30900;3.55;E13_0;144;144
30900;0.88;E13_1;36;36
30900;0.39;E15_0;24;12
30900;3.35;E18_0;132;132
30900;0.73;E18_1;36;36
30900;129.68;E19_0;84;72
30900;97.82;E19_1;240;216
30900;77.21;E19_2;372;384
30900;6.01;E2_0;276;264
30900;0.48;E2_1;0;36
30900;5.96;E2.444_0;264;264
30900;2.14;E2.444_1;108;96
30900;0.44;E20_0;12;12
30900;;E21_0;0;0
30900;25;E3_0;1920;1008
30900;20.86;E3_1;0;852
30900;1.04;E4.10_0;48;48
30900;1.6;E4.24_0;60;72
30900;5.37;E5_0;180;168
30900;;E5_1;0;0
30900;30.11;E6_0;96;96
30900;95.31;E6_1;372;372
30900;81.95;E6_2;348;348
30900;0.35;E7.29_0;24;12
30900;1.49;E7.9_0;48;48
30900;1.52;E8_0;72;72
30900;0.77;E8_1;36;36
30900;0.22;E8.39_0;12;12
30900;192.97;gneE10_0;84;84
30900;159.07;gneE10_1;132;144
30900;124.09;gneE10_2;264;240
30900;155.25;gneE126_0;24;0
30900;165.8;gneE126_1;12;24
30900;;gneE138_0;0;0
30900;2.62;gneE138_1;84;120
30900;1.2;gneE138_2;84;48
30900;94.69;gneE140_0;84;84
30900;93.42;gneE140_1;132;132
30900;8.09;gneE141_0;84;444
30900;5.38;gneE141_1;504;192
30900;126.9;gneE142_0;120;108
30900;130.49;gneE142_1;96;48
30900;133.79;gneE143_0;84;84
30900;131.39;gneE143_1;132;144
30900;;gneE144_0;0;0
30900;;gneE147_0;0;0
30900;4.9;gneE148_0;84;60
30900;10.08;gneE148_1;36;48
30900;;gneE148_2;0;0
30900;39.41;gneE150_0;180;156
30900;25.61;gneE150_1;108;132
30900;40.42;gneE151_0;168;168
30900;33.3;gneE151_1;132;132
30900;0.27;gneE153_0;12;12
30900;11.86;gneE153_1;432;420
30900;4.54;gneE153_2;192;204
30900;19.94;gneE154_0;444;444
30900;5.49;gneE154_1;180;180
30900;0.26;gneE155_0;12;12
30900;0.76;gneE156_0;24;24
30900;;gneE157_0;0;0
30900;17.43;gneE158_0;48;48
30900;3.33;gneE159_0;120;120
30900;1.03;gneE159_1;48;48
30900;;gneE159_2;0;0
30900;;gneE159_3;0;0
30900;;gneE160_0;0;0
30900;2.04;gneE160_1;72;72
30900;0.51;gneE160_2;24;12
30900;1.43;gneE160_3;48;60
30900;6.11;gneE188_0;108;84
30900;5.9;gneE188_1;36;84
30900;;gneE190_0;0;0
30900;;gneE190_1;0;0
30900;3.96;gneE199_0;60;72
30900;;gneE199_1;0;0
30900;4.99;gneE202_0;60;60
30900;1.65;gneE202_1;36;36
30900;1.13;gneE203_0;48;48
30900;;gneE205_0;0;0
30900;;gneE208_0;0;0
30900;;gneE208_1;0;0
30900;0.6;gneE22_0;12;24
30900;106.7;gneE22_1;96;228
30900;15.16;gneE22_2;108;0
30900;2.1;gneE22_3;120;84
30900;1.53;gneE224_0;48;48
30900;10.82;gneE226_0;96;96
30900;6.07;gneE226_1;60;60
30900;0.32;gneE226_2;12;12
30900;0.79;gneE227_0;36;36
30900;4.4;gneE228_0;192;192
30900;;gneE23_0;0;0
30900;;gneE23_1;0;0
30900;0.64;gneE230_0;24;24
30900;3.08;gneE231_0;120;132
30900;2.12;gneE231_1;84;84
30900;3.19;gneE233_0;96;96
30900;3.44;gneE251_0;48;84
30900;3.31;gneE251_1;48;84
30900;2.23;gneE257_0;96;48
30900;3.64;gneE257_1;96;144
30900;7.76;gneE258_0;60;48
30900;;gneE258_1;0;0
30900;;gneE271_0;0;0
30900;;gneE393_0;0;0
30900;5.83;gneE393_1;240;240
30900;;gneE394_0;0;0
30900;1.61;gneE394_1;84;72
30900;;gneE396_0;0;0
30900;1.43;gneE396_1;60;60
30900;5.2;gneE397_0;180;192
30900;;gneE397_1;0;0
30900;12.01;gneE401_0;24;24
30900;104.03;gneE401_1;216;228
30900;22.1;gneE401_2;0;0
30900;;gneE401_3;0;0
31200;2.41;1_0;132;108
31200;1.74;1_1;60;72
31200;6.9;10_0;108;84
31200;4.63;10_1;72;72
31200;1.19;100_0;48;36
31200;;101_0;0;0
31200;0.52;102_0;24;24
31200;1.8;103[0]_0;72;72
31200;1.97;103[0]_1;84;84
31200;2.46;103[1].2_0;132;108
31200;2.35;103[1].2_1;84;108
31200;3.36;104.5_0;108;132
31200;1.5;104.5_1;108;96
31200;5.29;105_0;108;132
31200;5.87;105_1;108;108
31200;1.26;106_0;60;60
31200;0.32;107_0;12;12
31200;0.84;107_1;36;36
31200;;108_0;0;0
31200;7.1;108_1;36;36
31200;1.52;109_0;60;60
31200;0.9;109_1;36;36
31200;2.07;11_0;24;24
31200;44.37;11_1;192;192
31200;2.82;110_0;72;84
31200;0.97;110_1;36;36
31200;0.91;111_0;60;12
31200;0.26;111_1;0;36
31200;1.75;112[0]_0;12;120
31200;0.21;112[0]_1;60;0
31200;2.5;112[1]_0;24;24
31200;;112[1]_1;0;0
31200;1.61;113[0]_0;72;72
31200;0.27;113[0]_1;12;12
31200;0.9;113[0]_2;36;36
31200;4.16;113[1][0]_0;168;180
31200;1.05;113[1][0]_1;12;72
31200;0.21;113[1][0]_2;36;12
31200;3.15;114_0;84;108
31200;3.33;114_1;168;108
31200;2.39;115_0;72;60
31200;0.99;115_1;24;36
31200;71.63;116_0;0;0
31200;75.84;116_1;0;0
31200;96.91;116_2;0;0
31200;105.34;116_3;0;0
31200;126.41;116_4;0;0
31200;;117_0;0;0
31200;;117_1;0;0
31200;;117_2;0;0
31200;0.52;117_3;0;108
31200;5.88;117_4;300;168
31200;78.26;118_0;636;192
31200;90.68;118_1;0;312
31200;0.51;119_0;24;24
31200;;119_1;0;0
31200;71.21;12_0;108;0
31200;77.21;12_1;36;0
31200;79.05;12_2;204;0
31200;82.73;12_3;156;0
31200;0.77;120.0.24_0;36;36
31200;;120.0.24_1;0;0
31200;57.73;121_0;0;0
31200;134.25;121_1;0;0
31200;1.04;122[0]_0;0;144
31200;1.91;122[0]_1;0;132
31200;3.13;122[0]_2;276;24
31200;5;122[1]_0;144;348
31200;7.49;122[1]_1;384;276
31200;2.99;122[1]_2;180;108
31200;76.08;123_0;384;36
31200;74.82;123_1;0;228
31200;97.81;123_2;0;468
31200;0.26;125_0;12;12
31200;;125_1;0;0
31200;3.4;126_0;96;96
31200;1.99;127_0;72;120
31200;1.89;127_1;60;108
31200;4.69;127_2;228;156
31200;2.02;128_0;108;96
31200;4.07;128_1;168;180
31200;54.68;129_0;348;60
31200;126.03;129_1;0;168
31200;1.06;13.1_0;0;108
31200;1.29;13.1_1;0;36
31200;4.24;13.1_2;0;204
31200;4.86;13.1_3;540;156
31200;0.3;130_0;12;12
31200;2.18;130_1;96;96
31200;32.33;131_0;72;36
31200;129.64;131_1;0;72
31200;29.14;132_0;192;108
31200;118.86;132_1;0;96
31200;0.28;133_0;12;12
31200;;133_1;0;0
31200;1.99;134.7_0;36;72
31200;0.28;134.7_1;0;36
31200;54.79;134.7_2;168;0
31200;2.33;135.7_0;84;144
31200;1.27;135.7_1;72;24
31200;;135.7_2;0;0
31200;26.17;136_0;696;156
31200;100.63;136_1;0;444
31200;;137.5_0;0;0
31200;;137.5_1;0;0
31200;1.97;138_0;12;96
31200;;139_0;0;0
31200;;14.3_0;0;0
31200;;14.3_1;0;0
31200;0.82;140_0;36;48
31200;0.76;140_1;12;96
31200;4.67;140_2;156;216
31200;6.53;140_3;360;240
31200;136.11;141_0;120;0
31200;132.87;141_1;0;12
31200;22.11;142_0;1104;156
31200;75.5;142_1;0;168
31200;64.7;142_2;0;276
31200;0.86;143.4_0;0;36
31200;0.47;143.4_1;36;12
31200;;143.4_2;0;0
31200;0.22;144_0;12;12
31200;0.54;144_1;36;24
31200;2.92;144_2;120;132
31200;62.24;144.283_0;96;120
31200;71.67;144.283_1;168;60
31200;56.2;144.283_2;156;132
31200;3.3;144.312_0;120;132
31200;0.3;144.312_1;12;12
31200;;144.312_2;0;0
31200;136.23;145_0;144;84
31200;0.7;145_1;0;24
31200;;145_2;0;0
31200;89.13;146_0;12;24
31200;125.85;146_1;36;0
31200;87.61;147_0;0;0
31200;120.98;147_1;0;0
31200;150.18;147_2;0;0
31200;5.84;148_0;240;252
31200;2.86;148_1;144;132
31200;0.93;148_2;48;36
31200;86.2;149_0;0;24
31200;97.68;149_1;0;72
31200;144.99;149_2;0;0
31200;1.12;15_0;48;36
31200;0.55;15_1;12;24
31200;7.29;150_0;204;168
31200;2.36;150_1;24;96
31200;1.6;150_2;48;60
31200;97.18;151_0;0;0
31200;104.66;151_1;84;0
31200;109.63;151_2;0;0
31200;121.13;151_3;0;0
31200;6.32;152_0;156;192
31200;0.84;152_1;84;12
31200;0.02;152_2;0;24
31200;;152_3;0;0
31200;0.24;153_0;0;0
31200;1.02;153_1;0;72
31200;0.73;153_2;72;60
31200;3.73;154.7_0;132;144
31200;0.83;154.7_1;36;60
31200;0.03;154.7_2;12;0
31200;;155[0].4_0;0;0
31200;2.13;155[0].4_1;72;108
31200;0.51;155[0].4_2;12;24
31200;2.12;155[0].4_3;48;60
31200;;155[1]_0;0;0
31200;5.96;155[1]_1;288;216
31200;1.54;155[1]_2;24;24
31200;2.1;155[1]_3;60;132
31200;16.15;156[0]_0;84;72
31200;9.93;156[0]_1;12;36
31200;2.28;156[0]_2;0;24
31200;;156[0]_3;0;0
31200;2.03;156[1]_0;72;120
31200;1.1;156[1]_1;36;48
31200;0.73;156[1]_2;24;12
31200;0.04;156[1]_3;36;0
31200;4.64;157_0;216;216
31200;0.63;157_1;24;48
31200;2.69;157_2;132;108
31200;0.85;158_0;0;72
31200;1.1;158_1;84;12
31200;;158_2;0;0
31200;2.68;16_0;72;108
31200;2.22;16_1;120;84
31200;3.02;161_0;120;120
31200;0.51;161_1;24;24
31200;5.05;163_0;108;120
31200;0.3;164_0;12;12
31200;5;165_0;252;180
31200;1.2;165_1;0;36
31200;0.25;166_0;12;12
31200;;166_1;0;0
31200;34.83;167_0;156;132
31200;8.93;167_1;48;72
31200;18.48;168_0;72;72
31200;12.41;168_1;96;96
31200;0.97;17_0;36;24
31200;0.37;17_1;24;36
31200;2.82;172_0;84;84
31200;43.7;173_0;96;72
31200;32.33;173_1;36;48
31200;1.06;175_0;36;60
31200;1.59;175_1;60;36
31200;1.59;18_0;24;72
31200;5.61;18_1;132;156
31200;0.49;181[1][1][0].32.3_0;24;24
31200;1.35;181[1][1][0].32.3_1;348;0
31200;4.89;181[1][1][0].32.3_2;24;96
31200;7.4;181[1][1][0].32.3_3;156;408
31200;0.6;181[1][1][1][0]_0;24;24
31200;;181[1][1][1][0]_1;0;0
31200;;181[1][1][1][0]_2;0;0
31200;8.76;181[1][1][1][0]_3;288;288
31200;0.58;181[1][1][1][1][0]_0;24;24
31200;;181[1][1][1][1][0]_1;0;0
31200;;181[1][1][1][1][0]_2;0;0
31200;8.46;181[1][1][1][1][0]_3;288;288
31200;0.6;181[1][1][1][1][1][0]_0;24;24
31200;;181[1][1][1][1][1][0]_1;0;0
31200;;181[1][1][1][1][1][0]_2;0;0
31200;0.31;181[1][1][1][1][1][0]_3;12;12
31200;;181[1][1][1][1][1][0].76_0;0;0
31200;137.76;181[1][1][1][1][1][0].76_1;60;96
31200;85.51;181[1][1][1][1][1][0].76_2;216;228
31200;50.9;181[1][1][1][1][1][0].76_3;516;504
31200;7.6;182_0;228;252
31200;4.68;182_1;156;156
31200;3.07;183.8_0;60;60
31200;0.87;183.8_1;24;24
31200;1.04;184_0;0;48
31200;3.24;184_1;168;144
31200;2.37;185_0;24;12
31200;0.03;186_0;12;0
31200;0.24;186_1;0;12
31200;;187_0;0;0
31200;;19_0;0;0
31200;;19_1;0;0
31200;0.54;2_0;156;24
31200;10.3;2_1;72;192
31200;1.82;20_0;36;48
31200;2;20_1;84;60
31200;;21_0;0;0
31200;;21_1;0;0
31200;5.3;22_0;120;120
31200;0.17;22_1;12;12
31200;;24_0;0;0
31200;;24_1;0;0
31200;1.51;25[0]_0;60;60
31200;0.27;25[0]_1;12;12
31200;2.39;25[1]_0;60;96
31200;2.29;25[1]_1;84;84
31200;89;26_0;72;36
31200;106.75;26_1;204;168
31200;3.2;27_0;96;84
31200;1.78;27_1;48;60
31200;116.63;28_0;72;72
31200;121.53;28_1;120;108
31200;5.41;29_0;108;84
31200;1.14;29_1;36;12
31200;109;30_0;264;240
31200;103.37;30_1;60;12
31200;2.15;31_0;84;48
31200;1.81;31_1;60;72
31200;89.85;32_0;168;204
31200;100.25;32_1;180;132
31200;2.61;33_0;120;48
31200;1.16;33_1;0;108
31200;89.2;34_0;252;192
31200;93.21;34_1;144;96
31200;127.54;35_0;24;48
31200;86.48;35_1;0;36
31200;61.59;35_2;12;0
31200;52.31;35_3;0;0
31200;47.16;35_4;12;0
31200;1.13;37[0]_0;48;36
31200;2.26;37[0]_1;108;120
31200;86.47;38.9_0;228;216
31200;97.36;38.9_1;204;132
31200;;39.68_0;0;0
31200;;39.68_1;0;0
31200;96.99;3[0]_0;96;228
31200;93.59;3[0]_1;240;36
31200;71.71;3[0]_2;360;396
31200;134.41;3[1]_0;84;36
31200;137.09;3[1]_1;36;36
31200;74.71;3[1]_2;408;288
31200;49.61;4_0;24;0
31200;58.06;4_1;60;0
31200;92.09;4_2;204;24
31200;127.11;40_0;0;36
31200;120.76;40_1;132;72
31200;28.5;40_2;192;108
31200;20.95;40_3;288;204
31200;101.95;41.3_0;84;36
31200;114.65;41.3_1;96;84
31200;22.81;41.3_2;168;132
31200;9.49;41.3_3;180;144
31200;129.49;42.0_0;12;0
31200;104.48;42.0_1;84;36
31200;90.59;42.0_2;144;156
31200;100.39;42.0_3;264;324
31200;94.83;43[0].45_0;168;168
31200;98.43;43[0].45_1;192;216
31200;2.46;44_0;84;84
31200;0.7;44_1;12;48
31200;2.72;44_2;120;84
31200;2.82;45[0].5_0;144;96
31200;1.03;45[0].5_1;48;48
31200;2.02;45[1]_0;96;84
31200;0.34;45[1]_1;36;12
31200;2.71;46_0;84;132
31200;;46_1;0;0
31200;2.47;47_0;96;108
31200;;47_1;0;0
31200;2.87;48_0;108;120
31200;1.07;48_1;48;36
31200;;48_2;0;0
31200;0.27;49[0]_0;12;24
31200;0.93;49[0]_1;36;24
31200;;49[0]_2;0;0
31200;0.44;49[1]_0;24;24
31200;0.91;49[1]_1;36;60
31200;0.48;49[1]_2;0;24
31200;128.13;5_0;36;0
31200;130.58;5_1;12;0
31200;0.88;50[0].15_0;24;48
31200;0.35;50[0].15_1;48;12
31200;0.55;50[1]_0;24;24
31200;0.24;50[1]_1;12;12
31200;57.36;51_0;156;12
31200;1.33;51_1;0;48
31200;17.44;52_0;12;0
31200;0.18;52_1;0;12
31200;;52_2;0;0
31200;119.32;53.4_0;156;84
31200;104.33;53.4_1;144;180
31200;92.33;53.4_2;120;264
31200;6.02;54[0]_0;240;276
31200;0.57;54[0]_1;36;36
31200;12.65;54[1]_0;276;132
31200;7.81;54[1]_1;36;120
31200;0.08;55[0]_0;36;0
31200;4.71;55[0]_1;180;216
31200;0.13;55[0]_2;24;12
31200;;55[1]_0;0;0
31200;4.93;55[1]_1;228;228
31200;0.61;55[1]_2;12;36
31200;0.52;56.0.16_0;0;24
31200;0.53;56.0.16_1;48;24
31200;0.84;57_0;24;36
31200;3.87;57_1;144;120
31200;3.09;58_0;168;84
31200;1.05;58_1;0;72
31200;0.34;59_0;48;12
31200;1.57;59_1;72;24
31200;1.33;59_2;12;96
31200;0.99;6_0;0;96
31200;0.42;6_1;0;12
31200;0.61;6_2;0;24
31200;0.7;6_3;0;0
31200;1.87;6_4;192;48
31200;10.35;60_0;144;144
31200;1.32;61_0;48;72
31200;0.62;61_1;36;12
31200;0.52;62_0;24;36
31200;;63_0;0;0
31200;0.55;64_0;12;12
31200;0.3;66.10_0;36;12
31200;0.49;66.10_1;0;24
31200;1.69;67.1_0;84;48
31200;0.38;67.1_1;0;48
31200;1.49;68_0;72;60
31200;0.34;68_1;12;24
31200;1.51;69_0;60;60
31200;0.76;69_1;24;36
31200;117.71;7.0.20_0;0;0
31200;128.17;7.0.20_1;0;0
31200;120.33;7.0.20_2;0;0
31200;130.79;7.0.20_3;0;0
31200;122.94;7.0.20_4;0;0
31200;0.56;70_0;24;24
31200;1.06;71_0;36;48
31200;1.85;72_0;96;84
31200;1.86;73_0;48;84
31200;0.01;73_1;36;0
31200;0.14;74_0;0;0
31200;0.12;74_1;12;12
31200;2.77;75_0;84;120
31200;2.01;75_1;84;48
31200;;75_2;0;0
31200;1.45;76_0;24;72
31200;1.34;76_1;96;84
31200;1.15;77_0;24;36
31200;1.23;77_1;48;36
31200;;78_0;0;0
31200;4.22;78_1;156;156
31200;1.54;79_0;48;60
31200;1.31;79_1;84;60
31200;0.78;8.0.2.13_0;96;0
31200;2.48;8.0.2.13_1;12;48
31200;1.5;8.0.2.13_2;24;180
31200;0.62;8.0.2.13_3;120;12
31200;1.54;80_0;72;48
31200;4.45;80_1;84;168
31200;0.85;81_0;12;48
31200;1;81_1;60;36
31200;1.21;81_2;60;48
31200;6.47;82_0;48;60
31200;0.95;82_1;36;24
31200;1.36;82_2;48;48
31200;0.27;83_0;0;12
31200;1.94;83_1;120;60
31200;1.4;83_2;36;84
31200;0.21;84_0;120;0
31200;2.58;84_1;0;108
31200;0.63;84_2;36;48
31200;2.96;85_0;72;84
31200;2.61;85_1;36;84
31200;0.86;85_2;72;12
31200;2.05;86[0]_0;72;132
31200;1.14;86[0]_1;72;36
31200;2.31;86[0]_2;120;84
31200;4.13;86[1][1]_0;120;84
31200;2.5;86[1][1]_1;24;60
31200;3.65;86[1][1]_2;84;84
31200;4.57;87_0;96;120
31200;1.69;87_1;84;72
31200;0.84;88_0;36;36
31200;0.22;88_1;12;12
